iter	Passed	Remaining
766	5246	1593
767	5253	1586
768	5259	1579
769	5265	1572
770	5272	1565
771	5278	1558
772	5284	1551
773	5290	1544
774	5297	1537
775	5304	1531
776	5310	1524
777	5316	1517
778	5327	1511
779	5335	1504
780	5342	1498
781	5348	1491
782	5355	1484
783	5361	1477
784	5366	1469
785	5372	1462
786	5379	1455
787	5385	1448
788	5391	1441
789	5398	1434
790	5404	1428
791	5410	1420
792	5416	1413
793	5422	1406
794	5428	1399
795	5434	1392
796	5440	1385
797	5447	1378
798	5453	1371
799	5459	1364
800	5465	1357
801	5471	1350
802	5476	1343
803	5483	1336
804	5489	1329
805	5495	1322
806	5501	1315
807	5507	1308
808	5514	1301
809	5521	1295
810	5527	1288
811	5534	1281
812	5540	1274
813	5546	1267
814	5552	1260
815	5559	1253
816	5565	1246
817	5571	1239
818	5578	1232
819	5584	1225
820	5590	1218
821	5596	1211
822	5602	1205
823	5609	1198
824	5615	1191
825	5622	1184
826	5628	1177
827	5634	1170
828	5641	1163
829	5647	1156
830	5654	1149
831	5660	1142
832	5667	1136
833	5673	1129
834	5679	1122
835	5686	1115
836	5692	1108
837	5699	1101
838	5706	1094
839	5712	1088
840	5719	1081
841	5726	1074
842	5733	1067
843	5739	1060
844	5745	1053
845	5752	1047
846	5758	1040
847	5764	1033
848	5770	1026
849	5776	1019
850	5782	1012
851	5788	1005
852	5795	998
853	5801	991
854	5807	984
855	5812	977
856	5819	971
857	5825	964
858	5831	957
859	5837	950
860	5843	943
861	5849	936
862	5855	929
863	5861	922
864	5867	915
865	5873	908
866	5880	902
867	5886	895
868	5893	888
869	5900	881
870	5907	874
871	5915	868
872	5923	861
873	5929	854
874	5937	848
875	5944	841
876	5950	834
877	5957	827
878	5963	820
879	5969	814
880	5975	807
881	5981	800
882	5988	793
883	5994	786
884	6000	779
885	6006	772
886	6012	765
887	6019	759
888	6024	752
889	6030	745
890	6036	738
891	6043	731
892	6050	725
893	6057	718
894	6064	711
895	6070	704
896	6076	697
897	6083	691
898	6089	684
899	6097	677
900	6104	670
901	6111	663
902	6117	657
903	6124	650
904	6130	643
905	6136	636
906	6143	629
907	6150	623
908	6156	616
909	6162	609
910	6168	602
911	6174	595
912	6180	588
913	6186	582
914	6192	575
915	6200	568
916	6206	561
917	6213	555
918	6220	548
919	6228	541
920	6234	534
921	6240	527
922	6249	521
923	6255	514
924	6261	507
925	6268	500
926	6274	494
927	6281	487
928	6287	480
929	6295	473
930	6301	467
931	6307	460
932	6316	453
933	6326	447
934	6333	440
935	6340	433
936	6346	426
937	6353	419
938	6360	413
939	6365	406
940	6372	399
941	6379	392
942	6386	386
943	6392	379
944	6398	372
945	6405	365
946	6412	358
947	6420	352
948	6427	345
949	6435	338
950	6442	331
951	6449	325
952	6456	318
953	6461	311
954	6468	304
955	6474	297
956	6482	291
957	6489	284
958	6494	277
959	6500	270
960	6506	264
961	6513	257
962	6519	250
963	6526	243
964	6531	236
965	6538	230
966	6544	223
967	6550	216
968	6558	209
969	6564	203
970	6570	196
971	6577	189
972	6583	182
973	6589	175
974	6595	169
975	6601	162
976	6607	155
977	6614	148
978	6620	142
979	6626	135
980	6633	128
981	6638	121
982	6645	114
983	6652	108
984	6659	101
985	6665	94
986	6671	87
987	6678	81
988	6685	74
989	6692	67
990	6698	60
991	6704	54
992	6713	47
993	6719	40
994	6727	33
995	6734	27
996	6740	20
997	6747	13
998	6753	6
999	6760	0
